date,target_level_max,hermann_level,grafton_level,daily_precip,daily_temp_avg,daily_humidity,daily_wind,soil_deep_30d
2020-03-13,24.5,20.72,16.5,0.0,6.7,59.16666666666666,10.520833333333334,0.3284601273148148
2020-03-14,24.29,18.82,16.24,15.9,4.979166666666667,73.125,14.604166666666666,0.3300002893518518
2020-03-15,23.06,19.2,16.34,0.0,4.175,69.75,10.120833333333334,0.3314704861111111
2020-03-16,23.53,19.45,16.75,4.2,5.2375,84.625,5.041666666666667,0.3329566550925926
2020-03-17,23.9,19.59,17.03,0.1,7.804166666666667,78.70833333333333,6.829166666666667,0.3344476851851852
2020-03-18,24.36,19.64,17.38,10.7,11.175,89.0,10.7625,0.3359868634259259
2020-03-19,26.32,20.51,18.08,28.5,16.795833333333334,92.20833333333331,19.02083333333333,0.3377396412037037
2020-03-20,29.04,24.8,19.75,0.5,9.9625,71.125,19.995833333333334,0.3400174189814814
2020-03-21,30.32,25.18,20.64,0.0,3.9625,57.16666666666666,9.929166666666667,0.342559375
2020-03-22,30.41,23.66,20.83,7.6,2.8833333333333333,81.45833333333333,9.341666666666669,0.3452020833333333
2020-03-23,30.12,24.55,20.7,0.0,6.945833333333333,79.04166666666667,5.783333333333332,0.3478785300925926
2020-03-24,30.33,24.46,20.95,8.5,6.083333333333333,90.33333333333331,10.0375,0.3505266782407407
2020-03-25,30.34,23.3,21.22,0.0,10.070833333333333,81.29166666666667,11.120833333333332,0.3531175925925926
2020-03-26,30.03,21.83,21.42,2.2,15.079166666666666,83.5,12.425,0.3555670138888889
2020-03-27,29.64,20.85,21.54,25.4,18.7875,84.0,13.025,0.3578943865740741
2020-03-28,29.36,21.18,21.8,17.0,21.0375,79.20833333333333,19.316666666666663,0.3600416087962963
2020-03-29,29.6,21.1,22.08,0.0,14.079166666666666,43.54166666666666,24.104166666666668,0.3622376736111111
2020-03-30,29.57,20.62,22.28,0.0,12.425,54.54166666666666,6.020833333333333,0.3644975694444444
2020-03-31,29.48,19.49,22.35,0.0,10.875,58.66666666666666,10.470833333333331,0.3666807291666666
2020-04-01,28.99,18.83,22.27,0.0,8.895833333333334,65.45833333333333,6.666666666666667,0.368733275462963
2020-04-02,28.58,18.41,22.17,0.2,13.158333333333331,58.66666666666666,13.775,0.3706265046296296
2020-04-03,28.2,17.92,22.09,1.1,14.7875,72.375,11.775,0.3722917824074074
2020-04-04,27.89,17.97,22.03,1.6,5.854166666666667,80.33333333333333,11.054166666666667,0.3740657407407408
2020-04-05,27.68,17.94,21.97,1.4,8.637500000000001,84.25,3.991666666666666,0.3759564236111111
2020-04-06,27.59,18.0,21.84,0.0,15.7125,75.16666666666667,10.745833333333332,0.3775166087962963
2020-04-07,27.48,18.34,21.7,0.1,21.275,72.75,15.308333333333332,0.3787918402777777
2020-04-08,27.46,18.13,21.59,1.2999999999999998,21.225,68.20833333333333,12.9375,0.3799265624999999
2020-04-09,27.27,17.79,21.45,0.1,10.991666666666667,41.083333333333336,21.575,0.3806451967592592
2020-04-10,26.99,17.02,21.26,0.0,7.3,43.04166666666666,10.408333333333331,0.3810773726851852
2020-04-11,26.51,16.82,21.07,1.6,12.158333333333331,51.375,16.716666666666665,0.3814317129629629
